@relation TEXTvsAUTHOR

@attribute title string
@attribute Class {"daniel buarque", "josias souza", "leonardo sakamoto", "carlos melo"}
@attribute date string
@attribute content string

@data
'pt coleta dinheiro lula candidatura preso garantida','josias souza','06/06/2018','o pt inaugurou nesta quarta feira site recolher doacoes financeiras destinadas custeio pre campanha lula presidencia republica valores variam r 10 r 1 064 texto apresentacao referencias precariedade juridica candidatura lula contrario projeto eleitoral pt tratado empreendimento politico solido inquestionavel lula preso politico direitos estao garantidos diz texto pt mencionar condenacao grande lider segunda instancia fez ficha suja inelegivel dia 15 agosto registrado candidato presidencia republica anota site vaguinha abstendo alertar risco provavel indeferimento pedido registro justica eleitoral coleta verbas via internet incluida reforma eleitoral congresso aprovou ano passado ate 15 agosto dinheiro amealhado destina custeio pre campanha partir desse dia partidos terao requerer registro candidatos tse coleta passa bancar candidato oficial lei preve devolucao dinheiro casos candidatura confirmada considerando lula preso oito cada sete ministros tse afirmam grande grande enorme chance pretensao barrada lei ficha limpa vaquinha pt beira estelionato politico ate 15h40 desta quarta partido havia coletado r 21 100 69'
'governo vira ioio mao caminhoneiros','josias souza','08/06/2018','marcada idas vindas negociacao caminhoneiros acelerou corrosao governo potencializando falencia autoridade presidencial michel temer virou assim dizer ioio E cada vez curto prazo validade decisoes chanceladas presidente penultima nova tabela precos fretes menos quatro horas divulgacao deve meia volta ameaca nova paralisacao caminhoneiros autonomos video ilustra exibe cena constrangedora nela ministro valter casimiro transportes aparece cercado representantes nacao caminhoneira indoceis exigiam revogacao nova tabela pois reduzia 20 media precos fixados planilha anterior pressionado ministro autorizou filmagem rendicao espalhada caminhoneiros redes sociais prova forca antes ceder gravacao ministro transportes telefonara colega eliseu padilha chefe casa civil obteve aval planalto levar adiante recuo marcou sexta feira encontro caminhoneiros representantes agencia nacional transportes terrestres tabela frete exigencias suspender paralisacao infernizou pais dez dias repente turma agronegocio apoiara caminhoneiros briga desconto preco diesel congelamento 60 dias enxergou tabelamento frete afronta livre mercado diante chiadeira bancada parlamentar ruralista governo editou nova tabela desconto medio 20 caminhoneiros estrilaram governo recuou restabelecendo planilha anterior crise leva vitrine velho paradoxo chamadas forcas produtivas pais gogo todos defendem livre mercado pratica exigem protecao estatal subvencao tesouro empurrando dentro bolso contribuinte conta ineficiencia sazonalidades pais dimensoes brasil impor mesma tabela frete oiapoque chui sandice irrealizavel unica governo entregou bomba desconto integral r 0 46 litro diesel entregou deve entregar fim contas apenas duas coisas ficaram pe negociacao r 13 5 bilhoes verbas contribuinte governo jogou fogueira subvencao diesel manutencao desoneracao folha salarial empresas transportadoras contrabando baronato transporte incluiu pauta reivindicacao caminhoneiros governo fraco contribuinte perde 100 batalhas grito alto perde esperar ganha'
'soltarem lula caos social vai aumentar','josias souza','08/06/2018','As vesperas julgamento trf 4 confirmou condenacao lula caso triplex guaruja presidente pt senadora gleisi hoffmann pr dizia prender lula vai ter prender muita gente vai ter matar gente nesta quinta feira dia prisao lula fez aniversario dois meses gleisi escalou tribuna senado dirigindo judiciario declarou soltarem lula caos social vai aumentar conseguiremos tirar pais crise instante encarceramento lula cai cadaveres solidariedade multidoes gleisi autoproclamou porta voz interesses povo falo pt falo povo brasileiro direito deixar povo sofrendo direito olhar situacao fazer nada pt lutando lutando tirar lula cadeia gleisi anunciou pre candidatura presidencial lula lancada nesta sexta feira soou pessimista quanto chances candidato ganhar liberdade desconsidera hipotese justica eleitoral barrar projeto lula 2018 vamos fazer campanha preso vai ganhar quero dizer voces vai ganhar agora vai bonito brasil solto porque vai ganhar preso evento partidario formalizara pre candidatura lula 18h contagem regiao metropolitana belo horizonte escolha local casual optou minas gerais porque alem segundo maior colegio eleitoral pais estado governado petista fernando pimentel ironicamente minas vive dias caoticos caos mineiro nada ver prisao lula dentro presidios criminosos ordenaram queima onibus incapaz conter banda piromaniaca cadeias gestao pimentel lidar ultimos revolta turma farda noite quarta feira policiais greve invadiram jardins palacio liberdade sede governo mineiro sob pimentel estado breca legiao servidores passou receber salarios prazo embora continue prestando servicos vista policiais perderam paciencia alheia passa cenario pt escolheu reafirmar hipotetica candidatura lider supremo gleisi tranquilizou brasileiros reafirmamos dizemos povo brasileiro sido tao firme presidente lula pesquisa apos pesquisa colocando lula primeiro lugar podem confiar vamos registrar lula vamos fazer campanha lula lula vai trazer novo paz social pais gleisi serviu governo dilma rousseff ministra chefe casa civil conheceu dentro administracao presidente adepta economia criativa precursora descalabro gerencial produziu recessao desemprego hoje despeito crescimento economico imoralidade governo michel temer tornou debil 13 milhoes brasileiros permanecem olho rua discurso porem presidente pt excluiu dilma gerentona rol realizacoes criador gleisi enalteceu acha lula fez mencionar sabe dilma desfez voces conhecem lula fez voces lembram governo governo havia prosperidade brasil pessoas vivendo melhor vivendo bem tinhamos paz social so lula pode trazer novo gleisi reitetou pt cultiva planos alternativos reproduziu algo escreveu redes sociais resposta noticiario sobre plano b pt olha gente aceita doi menos lula vai candidato insinuou falta miolos magistrados brasileiros judiciario juizo porque vendo problema brasil hoje acho judiciario sensibilizar caos social economia tudo juizo liberaria lula imediatamente fazer disputa presidencia republica precisar constranger gente precisar fazer lula batalhar prisao candidatura liberaria oradora absteve recordar lula poderia ter cultivado desejos politicos precisar constranger nacao corrupcao converteu pt maquina coletora verbas espurias gleisi alias re inquerito lava jato processo corre supremo pode julgado antes eleicao interesse vai abaixo video discurso gleisi hoffmann'
'dois meses prisao lula caiu rotina','josias souza','07/06/2018','ninguem notou exceto devotos fez aniversario dois meses estreia espetaculo novo politica brasileira prisao lula inicio sacolejos estardalhaco cana lider politico popular desde getulio vargas caiu rotina nada saudavel consolida brasil pratica civilizatoria estado passou investigar punir encarcerar personagens oligarquia politica comportavam acima lei imaginou lula condenado sergio moro condenou duvidava trf 4 confirmar sentenca tribunal elevou pena apostava stj stf dariam jeito evitar encerceramento nada lava jato saiu invicta nenhum tremor popular convulsao social lei vai sendo cumprida lula diz perseguido pt chama preso politico tambem estao cadeia estrelas mdb eduardo cunha geddel vieira lima acaba preso tucano eduardo azeredo passado tranca aguarda fila michel temer virado avesso policia federal aecio neves empurrado urnas nove inqueritos criminais antes oligarcas perguntavam onde vai parar hoje plateia cobra serao presos outros problema resolvido longe disso ficou arriscado praticar corrupcao brasil'
'preso lula surge livre jingle campanha','josias souza','07/06/2018','faltam candidatura presidencial lula duas coisas indispensaveis chave prisao ficha limpa pt apressa prover assessorios hipotetico candidato dispoe exibido ato partidario formalizara nesta sexta feira contagem regiao metropolitana belo horizonte clipe utiliza imagens captadas caravanas estreladas lula antes preso reproduz trechos discurso feito defronte sindicato metalurgicos sao bernardo antes entregara policia federal'
'nova carta lula reafirmara candidatura','josias souza','07/06/2018','nesta quinta feira 7 junho dia prisao faz aniversario dois meses lula redigiu auxilio advogados nova carta nela preso reafirma pretensao disputar presidencia republica mensagem lida nesta sexta feira ato partidario lancamento pre candidatura lula contagem regiao metropolitana belo horizonte ex governador petista bahia jaques wagner lula disse ter ouvido afirmacao so disputara planalto tres hipoteses morrer apresentarem prova cometeu crime desfacatez rasgar definitivamente constituicao brasileira empunhando megafone wagner disse militantes acampados arredores superintendencia curitibana policia federal espera deus ilumine algumas cabecas judiciario tal forma caminhem contra vontade popular governador petista piaui wellington dias visitou lula junto wagner declarou 15 agosto vamos registrar nome lula candidato presidente so registro registrar acreditamos base lei constituicao presidente lula preserva direitos politicos elegivel reza lei ficha limpa pessoa condenada decisao colegiada judiciario torna inelegivel lula virou ficha suja trf 4 tribunal segunda instancia confirmou condenacao caso triplex guaruja fixando pena 12 anos 1 mes cadeia nada impede pt solicite registro candidatura lula tribunal superior eleitoral pedido deve negado alheio risco petismo acorrenta projeto politico conveniencia penal grande lider ate mes passado havia partido defendesse encaminhamento plano b proprio jaques wagner esbocava defesa alianca pt presidenciavel ciro gomes pdt enquadrado lula ministro wagner aderiu coro majoritario existe plano b c z y apenas plano l lula candidato lula presidente'
'fachin nega quebra sigilo telefonico temer','josias souza','07/06/2018','o ministro edson fachin supremo tribunal federal indeferiu pedido policia federal quebrar sigilo telefonico michel temer relator inquerito apura repasse r 10 milhoes odebrecht presidente grupo politico fachin atendeu apenas parcialmente demanda pf autorizou levantamento sigilo dados telefonicos ministros eliseu padilha casa civil moreira franco minas energia fachin seguiu posicao procuradora geral republica raquel dodge desrecomendara quebra sigilo telefonico presidente ouvido servidor envolvido investigacao declarou negativa deve prejudicar investigacao pois pf pode atingir objetivos apalpando dados padilha moreira outros investigados delatores odebrecht deseja cruzar contatos telefonicos datas entrega dinheiro requisitado marcelo odebrecht 2014 jantar palacio jaburu segundo odebrecht verba saiu departamento propinas empreiteira parte malograda campanha paulo skaff governo sao paulo outra parte entregue locais indicados beneficiarios escritorio mantido sao paulo advogado jose yunes ex assessor amigo temer'
'marun preve temer vitima perseguicao teme hipotese prisao','josias souza','15/06/2018','instalado quina quarto andar palacio planalto ministro carlos marun secretaria governo tornou face visivel primeiro escalao governo onde encrenca la estara rosto redondo deputado sul mato grossense oficialmente coordenador politico governo pratica atua general farda tropa presidente entrevista marun manifestou voz alta inquietacoes sobre futuro penal michel temer tema auxiliares aliados presidente costumam abordar apenas longe refletores sussurros marun preve partir 1o janeiro deixar poltrona presidente republica temer submetido grande perseguicao reporter indagou acha temer pode preso ministro hoje dia qualquer pode preso principalmente imperio prisoes preventivas receio devido processo legal observado marun neofito materia deputado general tropa eduardo cunha escorregou presidencia camara cadeia onde encontra desde 2016 freezer duas denuncias criminais contra temer correm supremo dois inqueritos corrupcao estrelados presidente marun desqualifica acusacoes parece preocupado tiros magistrados primeira instancia procuradores irao disparar acesso paiol receio porque brasil duas categorias profissionais talvez unicas nenhuma responsabilidade sobre atos juiz promotor governo resistiria terceira denuncia procuradoria vier soterrada legislativo disse marun gabinete marun ocupado geddel vieira lima hoje hospedado presidio brasiliense papuda ministro separado sala temer apenas lance escada amigo temer tres decadas geddel livre acesso macaneta gabinete presidencial cristao novo grupo temer marun ganhou confianca presidente lealdade interessa hoje terceira denuncia questiona interessa paralisar novamente congresso paralisado segundo semestre ano passado E grande incomodo marun ciro gomes presidenciavel pdt refere temer escroque repete exaustao eleito vai aniquilar mdb pois partido so existe roubar questionado sobre ciro marun bateu abaixo linha cintura pessoas falam muita facilidade roubo verdade sao ladroes sao pessoas medem outros regua proprio carater vive ciro gomes contrapor presidenciaveis situados polos extremos espectro politico ciro gomes jair bolsonaro marun ecoa temer defesa uniao partidos centro contramao diagnostico especialistas ministro aponta causa raquitismo candidaturas centristas jogo esconde esconde travado presidenciaveis desse campo ocultar vinculos governo reprovado 82 brasileiros vejo todos candidatos centro errando nisso declarou coordenador politico temer crescem existe raquitismo votos ora fizemos juntos impeachment governamos juntos ai candidatos partidos dizem nada ver governo passa imagem oportunismo hipocria sociedade torna teto crescimento eleitoral desses candidatos marun comparou fuga aliados destemor lula ora candidato preso mantem posicao baixa E lider pesquisas aqui pessoas vez construirem discurso reconhecendo fizeram juntos governo destacando governo fez positivo tentam afastar ministro uniao centro ocorrera razoes sobrevivencia apos copa mundo articulador politico temer defendeu nome henrique meirelles mdb admitiu composicao tucano geraldo alckmin bem posto pesquisas descarto outras possibilidades disse marun imposicao nome uniao adesao acrescentou'
'copa presidenciaveis sao estraga prazeres','josias souza','15/06/2018','comecou copa mundo proximas semanas plateia olha ma vontade politica tende desligar realidade tomada enquanto selecao brasileira disputa lula bolsonaro marina ciro alckmin farao parte time estraga prazeres recesso compulsorio oportunidade candidatos reflitam sobre incapacidade oferecer esperanca brasileiros planejam jogar voto lixo outubro 34 eleitorado segundo datafolha meio muitas duvidas possivel fazer previsao boa dose certeza quadro candidatos sofrera lipoaspiracao fase teste candidaturas vai chegando limite durante copa acertos celebrados vestiario longe refletores empurrarao campo candidatos voto liberando partidos engatar interesses coligacoes convenientes E preciso melhorar qualidade partida lula ficou parecido maradona copa 86 jogo contra inglaterra acha saltando pequena area tse agosto pode fazer gol mao candidatos ciro gomes geraldo alckmin disputam tempo tv imaginam plena corrupcao ninguem vai notar troca passes legendas sujas pode convem lembrar pergunta garrincha tecnico vicente feola combinou russos eleicao decide jogo sao russos arquibancada andam irritados'
'fim conducao coercitiva elevara prisoes','josias souza','14/06/2018','a pretexto proteger investigados supremo tribunal federal 6 votos 5 conducao coercitiva decisao deve sair culatra pois procuradores juizes tendem substituir depoimento compulsorio intimacao previa ferramenta draconiana prisao temporaria conducao coercitiva largamente utilizada investigacoes lava jato quatro anos forca tarefa curitiba juiz sergio moro lancaram mao ferramenta 227 vezes rotina virou polemica 2016 pf conduziu lula interrogado sala aeroporto congonhas sao paulo acoes protocoladas supremo pt oab questionaram constitucionalidade procedimento decisao solitaria liminar provisoria ministro gilmar mendes relator acoes proibiu conducao coercitiva dezembro 2017 desde entao proliferam pedidos prisao temporaria decisao gilmar alterou rumos exemplo processo envolve amigo michel temer inquerito sobre corrupcao setor portos policia federal desejava conduzir coercitivamente 13 investigados empresarios amigos presidente gilmar proibira transporte suspeitos marra pf requisitou intimacao simultanea encrencados analisar pedido procuradora geral republica raquel dodge preferiu requerer prisao temporaria 13 investigados simultaneamente requisitou batidas policiais busca apreensao escritorios residencias manteve efeito surpresa evitando eventual combinacao depoimentos destruicao provas opcao raquel dodge avalizada ministro luis roberto barroso relator processo sobre portos suprema corte lei prisao temporaria vale cinco dias renovaveis contudo procuradora geral pediu revogacao detencoes tres dias atendida barroso verificou concluidas buscas interrogatorios havia necessidade esticar encarceramento libertou inclusive investigado recusou prestar depoimento coronel aposentado pm paulista joao baptista lima apontado operador propinas temer dodge barroso deixaram claro textos anexados inquerito detencoes ocorrido conducoes coercitivas proibidas plenario supremo barroso votou ala minoritaria certa altura ministro declarou fez historico sobre legislacao permitia conducoes coercitivas disse seguinte artigo 260 codigo processo penal constou redacao original vigor desde 3 outubro 1941 portanto vigor quase 80 anos trinta quais sob vigencia constituicao 1988 concorre passagem zurich ilhas virgens ilhas cayman adivinhar aconteceu novidade brasil justificar subita indignacao contra conducao coercitiva tantos anos apos vigencia arrisco palpite prosseguiu barroso E direito penal finalmente vai chegando poucos atraso tarde demais andar cima sempre imaginaram imunes impunes gente paga tudo dinheiro vivo desconhece sistema bancario gente vive dinheiro facil gente vive dinheiro outros gente vive dinheiro desviado ministro concluiu agora juizes corajosos rompem pacto oligarquico impunidade unidade comecam delinear direito penal menos seletivo alcancar criminosos colarinho branco surto garantismo E mal travestido bem tendencia juizes corajosos fala barroso impedidos utilizar ferramenta disponivel 77 anos passem impor prisoes temporarias quer dizer pretexto socorrer investigados supremo complicou vida resto ficou demonstrado vez justica cega olfato agucadissimo'
'lula confunde prisao estudio campanha','josias souza','14/06/2018','quando lula mero investigado pt dizia candidato presidencia condenado partido reiterou candidatura agora coisa vai racha diziam petistas consumada prisao pt acha postulacao lula ir frente rachada partido ombros fato hipotetico candidato virou ficha suja inelegivel recursos apresentados stj stf defesa lula pede posto liberdade alega outras razoes lula lidera pesquisas direito fazer campanha sustenta gravissimo cercear direitos politicos corrupto condenado segunda instancia satisfacao desejos pt depende desmoralizacao justica penal farejando cheiro queimado ministro felix fischer stj rejeitou pedido suspensao efeitos condenacao lula partido pede juiza carolina lebbos curitiba autorize lula gravar videos campanha prisao moda pega brotarao centenas candidatos cadeias brasileiras pt todo direito viver mundo lua aceitavel justica aceitasse fazer papel boba'
'moro nega desbloqueio 50 bens lula','josias souza','13/06/2018','sergio moro indeferiu pedido defesa lula sobre desbloqueio metade bens atribuidos condenado petista advogados argumentavam 50 cerca r 9 6 milhoes retidos contas bancarias planos previdencia lula pertercem espolio mulher marisa leticia morreu fevereiro 2017 sob argumento origem recursos suficientemente esclarecida juiz lava jato negou requisicao moro recordou despacho suspeita levantada ministerio publico federal justificar bloqueio bens forca tarefa lava jato menos parte palestras concedidas luiz inacio lula silva sido superfaturadas forma repasse vantagem indevidas assim concluiu juiz reconhecer direito espolio marisa leticia enquanto perdurar suspeita sobre origem ilicita ativos determinacao moro estao retidos r 606 727 12 encontrados banco central quatro contas lula banco brasil r 397 636 09 caixa economica federal r 123 831 05 bradesco r 63 702 54 itau r 21 557 44 bloquearam tambem r 8 8 milhoes encontrados dois planos previdencia empresarial vinculado firma palestras lula outro individual nome ordem judicial resultou bloqueio expedida apos condenacao lula caso triplex guaruja objetivo providencia assegurar ressarcimento danos causados petrobras moro autorizou confisco ate limite r 16 milhoes levou inclusao imoveis automoveis conta magistrado opos liberacao dois carros desde feito deposito equivalente metade valor veiculos advogados lula irao recorrer contestam acusacao superfaturamento palestras alegam bloqueio compromete subsistencia herdeiros marisa leticia sustentam resto falta dinheiro custear defesa lula oito processos criminais correm contra algo configuraria violacao direito ampla defesa'
'enfraquecido temer ressuscita poder quepe','josias souza','13/06/2018','tratado inicialmente trapalhada governo brasil voltou 20 anos 2 vai revelando confissao disfarcada virgula recente retrocesso michel temer general joaquim silva luna posto ministro defesa parece decisao banal unica canetada pseudo presidente atrasou relogio quase duas decadas 1999 abolir status ministerial comandos militares submetendo exercito marinha aeronautica autoridade ministro civil defesa entao presidente tucano fernando henrique cardoso inaugurou assim dizer fase adulta democracia brasileira papel forcas armadas vida pais estrategicamente redimensionado temer iniciara governo preservando nova tradicao acomodara chefia pasta defesa ex comunista raul jungmann coisa caminhava bem repente inquilino planalto rendeu duas tentacoes executou golpe mestre decretar intervencao verde oliva seguranca rio janeiro noutra transferiu jungmann nova pasta seguranca publica desafiada assassinato vereadora marielle franco intervencao perdeu serventia eleitoral inspirou jungmannn realizava bom trabalho defesa virou ministro cenografico seguranca publica ora realizacao notavel governo nessa area criacao crise nova pasta seguranca disputa ministerios esporte cultura migalhas orcamentarias extraidas bolsos humildes pais meio loterias complicar temer decidiu efetivar comando defesa general respondia interinamente ministerio desde fevereiro complicar pouco providencia adotada instante datafolha informa prestigio presidente chegou fronteiras margem erro pesquisas temer aprovado 3 brasileiros taxa reprovacao temer escalou inedita marca 82 mesma pesquisa 78 entrevistados disseram confiar 37 menos pouco 41 forcas armadas E presidente fraco desejasse atenuar desprestigio recorde escorando prestigio resta militares tudo ocorre instante ex capitao exercito frequenta cena politica opcao paleolitica poder pedaco sociedade pede volta militares dar conta sob temer estao toda parte seguranca rio operacoes manutencao lei ordem varios estados inspecoes presidios pilotando caminhoes postos chefia espalhados funai ate casa civil presidencia governo temer eventual tornou corriqueiro suposto presidente alcancou facanha ressuscitar poder quepe devolvendo democracia brasileira fase infancia institucional grande sorte brasil militares entidade meio abstrata temer esforca tornar real evoluiram noutros tempos quepe visto ameaca hoje cupula militar informa empurrem forcas armadas aceitam ultrapassar limites constituicao'
'delatado lupi suja hegemonia moral ciro','josias souza','13/06/2018','ciro gomes presidenciavel pdt adota retorica encrespada falar sobre corrupcao chama michel temer escroque eleito desmontara mdb porque partido so existe roubar eventuais aliancas pp dem assemelhados so cogitadas acerto psb pcdob porque hegemonia moral intelectual rumo estara afirmada sempre riste lingua ciro ganhou desafio novo carlos lupi presidente pdt delatado beneficiario mesada r 100 mil mensais fornecida quadrilha ex governador fluminense sergio cabral carlos miranda principais auxiliares cabral operador financeiro quadrilha saqueou cofres rio janeiro disse delacao premiada seguinte ano 2012 entao secretario governo gestao cabral wilson carlos ordenou transferisse carlos lupi r 100 mil mes verbas clandestinas dinheiro entregue sede pdt emissarios renato chebar doleiros operavam quadrilha cabral recebia mesada nome lupi personagem delator chamou senhor loureiro tesoureiro pdt mensalao lupi durou inicio 2012 ate marco 2014 lupi nega recebimentos sustenta jamais manteve nenhum tipo relacao delator policia federal procuradoria dispoem materia prima fazer trabalho desafio ciro encaixar sujeira sob investigacao formula hegemonia moral candidato decerto sabia riscos corria falar corda casa enforcado nomeado lula comandar ministerio trabalho lupi deslizou dentro primeiro governo dilma rousseff varrido esplanada ministerios entao gerentona meio denuncias corrupcao final 2011 dessas coincidencias implacaveis alegada mesada esquema cabral comecou entrar ano seguinte momento ciro precisa vacina capaz imunizar campanha enquanto procura talvez devesse fazer pedido lupi diria algo assim correligionario encrencado diga nenhuma mentira possa provar'
'gestao temer limita derreter apodrece','josias souza','13/06/2018','o inquerito investiga venda registros sindicatos ministerio trabalho demonstra corrupcao menos futebol ninguem marca gol sozinho toda estrutura tras clube medico tecnico time campo preparando jogada corrupcao igual presidente clube temer partido aliado ptb roberto jefferson time servidores levantando bola agentes politicos deputada cristiane brasil marquem gols contra erario indicada temer cargo ministra trabalho filha roberto jefferson so sentou cadeira porque justica impediu agora alem ordenar batidas policiais busca apreensao gabinete residencias cristiane brasil brasilia rio ministro edson fachin supremo proibiu entrar ministerio safadeza tornou moto continuo ministerios pasta trabalho delinquencia ofensiva porque desrespeita 13 milhoes desempregados deveriam merecer atencao ministerio qualificado governo temer ministros servidores alguma qualidade precisam disfarcar esconder atual administracao feita competentes muitos acreditam governo temer apenas 3 aprovacao derretendo E grave governo apodrecendo convem retirar criancas sala hora noticiario'
'deltan propina faz candidato parecer anjo','josias souza','16/06/2018','o procurador republica deltan dallagnol coordenador forca tarefa lava jato curitiba decidiu divulgar redes sociais videos mensagens estimulo participacao sociedade processo eleitoral primeira peca ar nesta sexta feira nela deltan fala sobre corrupcao eleicoes sustenta tese segundo corrupto investe propinas campanhas eleitorais pior larapio embolsa verba suja gasta bens luxo campanhas eleitorais carissimas turbinadas propinas fazem qualquer candidato parecer anjo diz deltan video alguns estudos mostram quanto dinheiro pessoa investe campanha maior probabidade eleita timbre didatico procurador explicou propinas alavanca permanencia politicos poder vez poder vao manter ampliar esquemas corrupcao vao gerar propina definicao deltan corrupcao subverte ate teoria evolutiva darwin existe especie selecao natural adversa corruptos sao conseguem permanecer poder procurador preocupou esclarecer demonizando politica falando todo politico corrupto existem sim politicos honetos devemos valoriza los unica solucao existe meio politica precisamos participacao sociedade coisa publica deltan fez rapida dissertacao sobre lava jato disse muita gente vincula operacao exclusivamente petrobras explicou investigacao alem estatal petroleira identificamos esquema basico espalhado todo pais disse procurador resumiu assim engrenagem rapina partidos politicos desonestos escolhem chefiar orgaos publicos federais estaduais municipais pessoas incumbidas arrecadar propinas vez chefiando orgaos publicos tais pessoas vao fraudar licitacoes favor empresas concordem pagar propinas troca lucros extraordinarios decifrar brasil afirmou deltan grande x questao verificar onde vai todo dinheiro parte vai bolso envolvidos afirmou antes dar nome boi sergio crabral exemplo ex governador rio janeiro acusado ter embolsado r 300 milhoes dinheiro colocado diferentes cestos barras ouro diamantes joias luxuosas contas mantidas paraisos fiscais outra parte grana suja vai campanhas'
'dias toffoli sugere supremo diet moderador','josias souza','15/06/2018','dentro tres meses presidencia supremo tribunal federal vai trocar maos sai carmen lucia entra dias toffoli debate realizado curitiba toffoli declarou supremo deve agir poder moderador protagonista manifestacao esquisita dicionarios ensinam moderador modera atenua reduz restringe poderes legislativo executivo apodrecem toffoli sugere versao diet judiciario batizando novidade supremo moderador toffoli fez comparacao esdruxula protagonistas disse vamos cometer erro forcas armadas cometeram 1964 curioso malucos pedindo volta militares viu nenhum louco clamando golpe supremo toffoli acrescentou quisermos protagonistas vamos substituidos perguntou toffoli quis dar entrevista pena possivel perguntar ministro alucinacoes frequentam pesadelos hoje principal marca supremo inseguranca juridica instante corte aprova prisao segunda instancia noutro ameaca rever regra ora afasta eduardo cunha mandato ora delega senado palavra final sobre afastamento aecio neves admite conducao coercitiva 77 anos repente proibe procedimento primeira turma prende segunda turma solta E nesse ambiente toffoli defende supremo diet moderador nada poderia equivocado brasil corrupcao exige judiciario aplicacao implacavel lei maior excesso supremo pode cometer moderacao'
'temer agora mistura bola faixa presidencial','josias souza','15/06/2018','embora declare torcedor sao paulo michel temer entusiasta futebol frequentasse estadios talvez repetisse duvida gra fina cronista nelson rodrigues bola assim temer enxergou copa mundo oportunidade atenuar impopularidade 82 presidente pendurou video redes sociais nele estabeleceu arquibancada conexao inexistente partir agora desaparecem todas diferencas prevalece alma verde amarela disse todos estaremos juntos mesma torcida mesma fe vitoria pais E hora todos somarmos 11 estarao gramado pouco temer tentou atenuar ruindade governo exaltando excelencia time tite E hora acreditar forca camisa verde amarela talento jogadores tradicao unica selecao convenhamos pentacampea mundo brasil sempre favorito jogadores unidos formam time fortissimo truque misturar bola faixa presidencial velho nasceu generais ditadura passos seguintes estao esbocados vencida copa temer convidara campeoes planalto fazer desajeitadas embaixadinhas lado constrangido neymar 2014 copa copas comecou vaia entao presidente dilma rousseff partida inaugural itaquerao terminou fiasco 7 1 partida contra alemanha sorte temer nova competicao ocorre russia televisao serve escudo contra vaias video porem temer abusa sorte cutuca torcida pe ve morde possivel 13 milhoes brasileiros estao olho rua juntariam estadio enderecar coro temer inclua dessa supondo cada desempregado integre familia quatro membros menos 52 milhoes pessoas ouvirao voz vindo fundo consciencia avisar hora assistir video temer farsante alem flertar ridiculo mensagem michel temer deixa brasileiro posicao desconfortavel proximo domingo muitos talvez sintam culpados torcer selecao imaginando podem estar servindo interesses temer outros talvez facam questao berrar temer comemorar cada gol ficar mal vizinhos menos seis meses dia enviado volta casa temer reune condicoes restaurar imagem faria favor inestimavel coletividade tomasse cha sumico durante copa deixando torcida torcer paz'
'pf insinua pgr escondeu miller sob tapete','josias souza','19/06/2018','o relatorio policia federal sobre dupla militancia ex procurador marcelo miller deixou mal procuradoria geral republica texto anota menos membro grupo assessorava ex procurador geral rodrigo janot lava jato sabia desde inicio miller mantinha pe ministerio publico federal outro escritorio advocacia defendia interesses jbs despeito disso nenhuma investigacao interna instaurada gestao janot conhecer causas efeitos jogo duplo miller sobre negociacao acordo delacao rendeu imunidade penal donos executivos jbs depoimento pf miller declarou marco 2017 pertencia quadros mpf acudiu diretor jbs versao socorro limitou exame redacao anexos acordo colaboracao empresa negociava procuradoria alegou ter agido cortesia disse fez senao reparos linquisticos gramaticais investigacao pf concluiu gentileza habilidade manuseio idioma renderam miller r 1 8 milhao ex procurador corrupcao passiva tres benfeitores joesley batista incriminados corrupcao ativa chama cleyber malta lopes delegado promoveu indiciamentos E investiga michel temer caso portos relatorio 342 paginas pedaco dedicado pgr anota diretor juridico jbs francisco assis silva promotor lotado lava jato sergio bruno fernandes contaram ter tomado conhecimento inicio marco 2017 marcelo miller ingressara escritorio advocacia trech rossi watanabe souberam tambem passaria atuar interesses jbs promotor justica ministerio publico distrito federal sergio bruno cedido procuradoria geral republica participara 2009 investigacoes resultaram operacao caixa pandora prisao entao governador df jose roberto arruda equipe janot sergio bruno participava tomada depoimentos principais delatores joesley batista embora soubesse movimentacao miller coisa tratada displicencia pgr ate setembro 2017 delatores encaminharam provas complementavam acordo colaboracao perceber turma jbs incluiu pacote entregue pgr audio conversa joesley batista reconheceu outras coisas assessoria marcelo miller jbs comecou pertencia quadros mpf reacao rodrigo janot pediu supremo anulasse acordo delacao jbs prejuizo aproveitamento provas coletadas requereu prisao irmaos batista anulacao acordo pendente julgamento supremo prisao batista revogada pf investigou caso ordem presidente supremo carmen lucia relatorio indiciamentos enviado suprema corte noite desta segunda feira poderes esquadrinhar atuacao procuradores pf remeteu copia raquel dodge ora vestigio conclusoes apuracao interna instaurada sucessora janot chefia pgr grande problema encrencas empurradas baixo tapete realidade continua transitar cima tapete acobertados sempre ficam quietos procuradoria geral republica precisa esclarecer extensao estrago promovido ex procurador marcelo miller altura presuncao plateia feita bobos ofende inteligencia alheia'
